,구분,질문,답변
141,팁,"전세 세입자를 구하고 있습니다.부동산에서 자기한테만 맡기라고 합니다. 다른데 맡기면 가격 장난치고 혼선만 생겨서 오히려 계약 성사에 방해가 된다고 말합니다.아무리 생각해도 상식적으로 말이 안되는데 그렇게 고집부리고, 다른데 내놓으려고 하면 노골적으로 기분 나빠합니다.그런데  그 부동산이 이 동네에서 오래 하셔서 다른 부동산에도 인맥이 많으신 것 같습니다. 그래도 제가 다른 부동산에 내놓으면 바로 눈치채고 인맥 통해서 거래 성사를 방해하실 것 같아서 걱정이 됩니다.그래서 이러지도 저러지도 못하고 있는데 조언 부탁드립니다.",안녕하세요. 홍성택 공인중개사입니다.부동산에서 본인한테 의뢰한 물건을 임차인을 찾아서 양쪽에서 수수료를 받으려고 하는 것입니다.절대 눈치 볼 필요 없습니다. 방해를 놓을 수도 없고요.여러 곳에 내 놓아야 더 빨리 임차인을 구하실 수 있습니다.왜냐면 다른 부동산도 양쪽에서 수수료 받길 원하거든요. 본인을 찾아온 손님을 다른 부동산이 가지고 있는 매물을 우선적으로 소개해 주지 않아요.도움되셨다면 추천 부탁드립니다.!!!!
142,팁,건물을 매입하여 6월에 임대사업자등록을 하였습니다매입하는 과정에서 부동산 중개수수료가 발생하였는데돈지급일은 7월입니다. 중개수수료 매입자료를 7월로 받아서 다음 부가세 신고때 공제를 받아도 될까요??,"안녕하세요. 황호균 세무사입니다.네, 부가가치세 공제는 가능하십니다.다만 토지와 건물을 함께 매입하였으므로 토지분에 대한 중개수수료는 매입세액공제가 어려울 수 있으니해당내용 참고하시어 신고진행부탁드립니다."
143,팁,네이버부동산에서 매물광고를 보면 아파트에 옵션이라고 되어있는집이 있고 비옵션이 있는집이 있습니다 옵션이란 어떤의미일까요?,안녕하세요. 이강애 공인중개사입니다.해당 아파트 기보적인  내부 구조에  추가로 설치한 가구 및 가전제품 시스템에어컨등을 말합니다. 아파트는 입주공고당시 기본적인  구조에  베란다 확장등도 옵션에 해당합니다.
144,팁,"안녕하세요!부동산 상가 인상률 관련해서 질문드립니다.현재 상가 임차인입니다.질문 1.예를 들어서 현재 임대료가 100만원이라고(2년 계약) 가정했을 시 재계약할 때 5%까지만 인상 가능하다고 알고 있습니다.그렇다면 다음 계약 시, 1년으로 계약기간을 조정하고 5% 인상이 가능한가요?위와 같이 가능하다면 1년, 1년 총 2년을 연장하게 되면 5%+5%=10%가 인상되는 게 맞는 건가요?질문 2.재계약 시 계약을 2년 단위로 연장하고 한 번에 10%를 인상하게 되면 임대인이나 공인중개사가 처벌받게 될까요?(임대인, 임차인 합의 하에)","안녕하세요. 유창효 공인중개사입니다.1년계약, 2년계약을 따지지 않고 계약기간이 종료되어 재계약을 체결하는 경우 5%이내 한도내 인상이 가능합니다. 그렇기 때문에 상가의 경우 1년단위로 계약을 체결하는 경우가 대부분입니다.그리고 5%을 넘는 인상을 한다고 해서 처벌은 되지않습니다, 다만 임차인이 이에 대해 부당아득반환청구소를 제기하거나 한다면 다시 반환하여야 합니다."
145,팁,부동산 임대차 계약서 계약 다 한후 다시 한번 확인해 보니 임대할 부분에 한곳이 잘못 되있더라구요.계약하는곳이랑 임대할 부분 둘다 제가 계약해서 뭐 딱히 상관없겠다 싶긴한데부동산에 전화해보니 계약서 갖고오면 그냥 펜으로 수정해주겠다고하더라구요.직접 오기 번거로우면 제가 직접 수정해도 된다고하는데직접 수정해도 상관없나요??,"안녕하세요. 유창효 공인중개사입니다.원칙상 계약서를 임의로 수정할수는 없습니다. 만약 수정을 원하시면 임대인, 중개사, 본인이 가지고 있는 계약서에 대해서 수정하고 해당 부분에 서명 및 날인을 하는게 일반적입니다, 특히나 임대차에서 임차범위에 대한 부분은 계약상 중요부분이므로 계약서를 수정하실 때는 위와 같은 방법으로 하셔야 할듯 보입니다."
146,팁,안녕하세요법인에 부동산 주택 대출 없이 가지고있습니다.해당 주택 담보 대출이 가능한지 궁금합니다.1. 가능하면 몇%까지 주담대가 가능한지와2. 주담대 금리를 알고싶습니다.3. 4월에 설립한 신생법인이라.. 대출이 잘 될지 궁금한 부분입니다. 월세는 받고있습니다.,안녕하세요. 김영관 공인중개사입니다.대출이 없는집에 세입자가 있다면 대출한도는 많이 제한됩니다. 글로만보고 판단이 어렵습니다. 금융기관에 문의해보시길 바랍니다.
147,팁,"현황- 부친 6.26 사망 / 상속인 : 아들 1 , 딸 1 , 배우자 1 / 모든 재산 포함 10 억 이하- 예/적금 모든 금융관련 & 자동차 상속 : 아들- 사망인 명의 부동산 : 시골에 2층 건물 , 약 100평  (1층 : 근린생활 시설, 2층 : 거주 및 주택용도) , 공시지가 약 3억- 부동산 상속 : 딸 , 배우자 1:1 상속 예정  ( 단, 부동산 매각 후 매각대금은 딸, 배우자, 아들 1:1:1 로 분할 예정임)-> 아들이 명의에 포함 못하는 이유 : 현재 전세대출진행 중, 상속 지분에 포함되면 유주택이 되면서 3개월 안에 전세대출을 상환하여야 하기 때문에 상속등기 시에는 포함 불가인 상황입니다.1 상속세 문의  - 배우자 생존으로 상속세 10억까지는 공제인 걸로 알고 있는데, 그럼 상속세는 없는 게 맞을까요? 없다면 신고도 안 해도 되는 걸까요?2 취득세 문의 - 딸, 배우자가 1:1 로 상속등기이전 후 취득세를 내려고 하는데, 취득세는 공시지가 기준 몇 % 인가요? 3 증여세 문의- 부동산 매각 후 매각대금을 상속인끼리 1:1:1 로 분할 할 예정인데, 여기서 배우자 통장으로 대금을 다 받고 배우자가 딸한테 이체, 배우자가 아들한테 이체 할 시딸한테 이체 : 증여세 없음 (등기 에 이름 올라가 있으니까)아들한테 이체 : 증여세 발생  (5000만원 공제 후 남은 금액에 10%)-> 아들한테 증여세가 발생 안되게 하려면 '재산분할협의서' 에 전세대출상환의 이유로 아들은 등기를 하지 않지만 추후 부동산 매각 시 대금은 1:1:1로 분할을 한다  라는 내용을 적으면 괜찮을까요?-> 그래도 증여세가 발생된다면.. 관련하여 방법이 없을까요..??(1 상속등기해도 아들이 유주택으로 속하지 않게 하는 방법 또는 2 아들이 등기 안해도 추후 이체 시 증여세 발생 안되게 하는 방법)4 양도소득세 문의- 부동산을 매각 시 공시지가에 비해 높다면 양도소득세를 내는걸로 알고 있는데요, 만약 공시지가 3억, 3억에 대한 취득세를 냈음. 매각시 7억, 4억에 대한 양도금액이 발생함.-> 이런 경우라면 4억에 대한 양도세를 내야 하는거죠..?? 양도세는 몇 % 인가요?5 절세 문의- 전반적으로 이러한 상황에서 저희가 절세 할 수 있는 방법은 무엇이 있을까요..?? ㅠㅠ상세하게 답변 부탁 드립니다.감사합니다.","안녕하세요. 문용현 세무사입니다.1. 맞습니다. 10억까지는 공제가 되어 상속재산이 10억 이내라면 납부할 상속세는 없습니다.2. 공시가격의 2.8%입니다. 다만, 무주택세대인 자녀가 상속을 받았다면 자녀 지분에 대한 취득세는 0.8%입니다.3. 아드님은 무상으로 증여를 받았으므로 증여세가 발생합니다. 5천만원 공제 후 과세표준에 따른 10%~50%의 증여세가 부과됩니다. 증여세율은 하단 표를 참고하시면 됩니다.4. 상속일로부터 6개월 이내 양도한다면 양도가액이 곧 상속재산의 취득가액이 되어 양도차익이 0원이 되어 납부할 양도세는 없습니다.5. 상속세가 없으므로 세금 걱정은 크게 안하셔도 될 것으로 보여집니다. 보다 구체적인 상담을 원하실 경우 프로필상 연락처로 별도 상담신청을 해주셔도 됩니다.도움이 되셨길 바랍니다. 감사합니다."
148,팁,지금은 땅은 아버지 개인명의로 되있는데 지상권 설정해서  자식 아들 법인으로 해서 건물을 올리려고하는데 이러면  법인이라 대출은 힘드나요~?,안녕하세요. 김영관 공인중개사입니다.법인이라고해서 대출이 어렵거나 하지는 않습니다. 금융기관에 문의해보시길 바랍니다.
149,팁,"안녕하세요.한푼이라도 절약하고싶은 가장입니다.주택을 매매하게되는데, 주담대를 하게됩니다.셀프등기하여 여러가지 수수료를 아끼고자합니다.제가 등기하고선 은행이 근저당등기하라고 얘기하면되나요?셀프등기가 가능한가요?",안녕하세요. 김영관 공인중개사입니다.주택담보대출을 받는경우 셀프등기는 불가능합니다. 해당은행 담당법무사가 처리하는 조건으로 대출이 가능합니다.
150,팁,월 130정도 여유가 되고 아직 아이는 없습니다. 내집 마련하기위해서 부동산 설계를 어떻게해야될까요? 현실적으로 130으로 가능할까요? 아이가 생기면 여유자금이 더 적어질것 같아요.,안녕하세요. 정원준 AFPK입니다.사고싶은 집 즉 목표를 정합니다. 어느지역 어떤물건을 어느시기에 매수하겠다는 구체적인 계획이 필요합니다.물가상승률과 투자수익률을 가정합니다. 대상부동산이 구입할시기에 어느정도 금액일지 가늠하시고 투자수익률로 할인해서 현재가치로 얼마 필요한지 파악합니다. 지금 갖고있는돈을 빼면 부족자금이고 130만원씩 목표시기까지 모아도 부족한금액은 필요한 대출금액이 되겠죠. 미래에 대한 가정치는 계속 달라지니 주기적으로 모니터링하시길 바랍니다.
151,팁,안녕하세요부동산 공시지가 공시는 1년에 한번만 한다고 하느데요 맞는 말인가요?부동산 시세는 왔다갔다 하는데 왜 공시지가는 1년에 한번 평가하는지 궁금합니다.,"안녕하세요. 홍성택 공인중개사입니다.공시지가와 실거래가는 다릅니다.공시지가는 국토부장관이 조사 평가하여 공시하기때문에 조사, 평가하는 기간이 필요하므로 시세를 바로바로 맞출 수가 없습니다.도움되셨다면 추천 부탁드립니다."
152,팁,"부동산이라는게 정말 해도해도 어떻게 이렇게 신경쓸게 많은지ㅠㅠ너무 어렵습니다.부동산 취득시기라는게 헷갈려서 질문드립니다. 조정지역 되기 전에 계약하였고, 조정지역이 된 후 잔금을 치뤘습니다.언제를 부동산 취득시기로 생각하면 될까요?",안녕하세요. 김영관 공인중개사입니다.부동산의 취득시기는 잔금일과 등기일중 빠른날 입니다.잔금일이 빠를테니 잔금일이 취득한날로 봅니다.
153,팁,이번년도2월달전세로 계약을 했습니다 오래된 건물로 리모델링한집 3층주인세대로 들어갔고 옥상을 사용해도 좋다고 말하셨습니다 옥상에고기꾸어먹을수있게 만들어져있드라구요 7월 비가정말 많이왔죠 집주인분이 2층에비가샌다고 집을고치러오신다고 하셔서 알겠다고하고 오셔서 고치셨고 몇일뒤 또비가샌다고 베란다에 불법건축물이있는데 거기 물이 찼는지확인과 베란다에 물찼는지랑 옥상확인을원하셔서 동영상과 사진을찍어보냈습니다불법건축물에는 물이 차있었고 그물때문에 2층에 물이 새는거같다고 물을 퍼달라고 ㅋㅋㅋ해서 퍼내줬고 다음날 관찰후 사진을보내달라하셔 보내드렸습니다 한번손을봐야할거 같다고 하셔 약속을잡고 고치셨습니다 몇일뒤 또확인을해달라해서 확인했더니 이번엔 베란다에 물이차있었습니다 베란다가 막혀잇는 베란다가 아니라 뚫려있는 하늘이보이는 베란다인데 비가오는데 물을 퍼달라고 하시고 배수관에 긴막대를 너서 해보라고 하셔서 뚫어뻥으로 비맞으며 수소탄산을5개 썻더니 내려가ㅆ습니다 다음날 오시기로해서 또공사를하셨고 배수관에 뭐가막히면 잘빼달라고 하셔서 알겠다고 했습니다 그러고 해결인듯했으나 안방화장실 물을틀어봐달라 해서 틀었더니 화장실에서 물이새니 업자가올때까지 물사용을 하지말아달라해서 지금까지 사용안하고 있습니다업자는 일주일째 연락이없었고 오늘 연락이와서 날짜를잡았습니다 오늘 비가엄청오죠 제가사는지역은 전주로 비가엄청지금도많이내리고있습니다근데2층에서 또 물이 샌다고 옥상에 올라가서 물을 퍼달라고 하시는데 저녁11시에 이게말이됩니까?물을퍼낸다고 해결이아닌거같다 비가계속오는데 어떻게하냐거 말하니 계약서 신의성실관리 의무를 저버린거라고 계약서에 명시된거니 당연히 제가해줘야한다는데 이게맞습니까?진짜한달내내스트레스입니다 항상업자 불르는것도 아니고 집주인분이 와서 야매로하고 시간약속도 안지키고 와서 고쳐도 또문제고제가궁금한거는1 제가 계약을 어긴건가요?당연하게해줘야하는건가요?2제문제가 아니면 이사를갈수있는지요베란다입니다여기에도 물이찼었고 이걸 퍼달라고도했었습니다 다행히 뚫어뻥으로 해결했습니다 여기사진엔 안보이지만 작게불법건축물이 있는데 거기도물이샌다고 계속봐달라하시고 물을퍼달라해서퍼주고 사진도 찍어보냈습니다,안녕하세요. 홍성택 공인중개사입니다.일반적으로 옥상 부분은 전유부분이 아닌 공유부분입니다. 계약서의 임대할 부분의 면적인 약79제곱미터가 옥상 전체를 의미하지는 않는 것으로 보입니다.도움되셨다면 추천 부탁드립니다.
154,팁,부동산이  떨어졌는데실제 가보면 부동산가격은 그대로같아요정말 부동산값이 떨어졌는지전문가님 좀 말씀해주세요대구 수성구  아파트가격은 그대로라는 말도 있엉ᆢ,안녕하세요. 이강애 공인중개사입니다.부동산가격이 하락한곳도 있습니다.대출금리 상승으로 이자부담과 양도소득세 부담을 줄이기 위해   소수자들이 급매로 매도하고 있기도 하지만 실제로는 매매가 활발하게 진행되지 않습니다.  전세가격은 하락을 했으나 월세임대는  하락하지 않았습니다.
155,팁,월세로 계약을 해서 살고 있는데 다음달 만기인데 아직 연락이 없습니다 이럴경우 월세도 자동 같은임대료로 연장이 되는건지 궁금합니다,"안녕하세요. 조장우 공인중개사입니다.묵시적 갱신에  의해서 자동으로 연장이 가능합니다.묵시적 갱신이란 임대인이 임대차기간이 끝나기 6개월 전부터 2개월 전까지의 기간동안 임차인에게 계약갱신 거절, 계약조건 변경등을 통지하지 않는 경우 만료가 됐을 때 전 임대차계약 조건과 동일한 조건으로 '자동연장'되는 것을 말합니다.만일 갱신거절의 통지가 없다면 임대차계약은 동일한 조건으로 갱신된 것으로 간주하는데 이를 묵시적갱신이라 표현합니다.월세 인상의 경우 인상은 5% 범위안에서만 해주갰다고 하면 됩니다. 인상 안해준다고 나가라고 임대인이 요구할 수는 없습니다. 또한 만기2개월전까지 임대인이나 임차인이 해지하겠다던가 연장등의 의사표시를 하지 않았다면 묵시적갱신 주장이 가능합니다."
156,팁,"처음 있는 일이라 이상해서요.방을보고 마음에든다고 계약하겠다 하기에 신분증챙겨서 부동산 어디로 가면되냐 했어요.그랬더니 중개인하는말이 ""요즘 집주인 누가 부동산에 오나요? 아무도 안와요 요새는~""""그럼 신분증,도장을 어찌찍어요? 맡기는건 위험해서 싫은데요?"" 했더니 도장은 필요도 없다합니다. 신분증은 사진 찍어간다하구요.찜찜해하니 이런식으로 한다며 샘플계약서를 보여주는데 임대인과 임차인도장이 막도장으로 똑같이 찍혀있더라구요. 컴퓨터로 계약서 작성시 도장모양을 즉석에서 그려서 찍고 프린트하는것 같더라구요.이거 불법아닌가요? 그동네에서는 다들 이렇게 한다는데 가짜도장으로 계약서작성? 이래도 되는건가요? 요즘엔 허용되는 건가요?",안녕하세요. 조장우 공인중개사입니다.임대인의 경우 오는 경우도 있고 대리인 처럼  안오는 경우 많습니다.건물주인이 반드시 사는 것도 아니며 일을 하거나 해외에 있는 등으로 건물을 관리해주는 사람을 공인중개사로 따로 두고 임대료를 받는 다면 집주인 혹은  임대인과 굳이 만날 필요는 없으며 만일 의심되거나 찝찝하다 싶으면 다른 부동산을 선택하시면 됩니다.
157,팁,부동산 감정평가를 하는 방식이 법에 정해져 있다는데 어떤 방식이 있는지 궁금하네요. 그리고 부동산과 감정평가를 하는 것들이 각각 감정평가 방법이 어떻게 다른가요?,"안녕하세요. 유창효 공인중개사입니다.이론상 내용으로 답변드리면,  부동산 감정평가는 대표적으로 3방식 6방법이 있습니다. 원가를 감안하여 판단하는 원가방식, 시장에 가치에 근거한 비교방식, 수익산출가치에 근거한 수익방식이 있으며, 6방법으로는 원가법, 적산법, 거래사례비교법, 임대사례비교법, 수익환원법, 수익분석법이 있습니다."
158,팁,"매년 발표되는 부동산 공시지가는 어떤절차로 나오는건지 궁금하네요. 공시가격에 따라 세금도 내는거 같은데 누가, 어떻게 하는건가요","안녕하세요. 유창효 공인중개사입니다.공시지가는 표준지를 정해 가격을 산정하고 이를 각 행정청이 근거로 하여 개별 공시지가를 산정하게 됩니다. 즉 과세시 기준이되는 가격이기에 정부가 주도적으로 조사 공시하는 것이고, 공시지사는 매년 1월1일을 기준으로 산정되어 5월31일전까지 공시하게 됩니다."
159,팁,부동산을 매매하게 되면 발생하는 세금이 어떤게 있을지 긍금합니다 아직 매매한적이 없어서 어떤 세금이 나올지 궁금하네여~ 세금이 적었으면 하네요^^,"안녕하세요. 조장우 공인중개사입니다.매수인은 부동산의 취득으로 취득세, 농어촌특별세 및 지방교육세 등의 세금을 부담합니다.매도인의 경우 양도소득세 지방소득세 농어촌 특별세 등을 납부하게 됩니다."
160,팁,부동산 매수를 고려하고 있는데요. 생애 첫 주택마련으로 고민이 많습니다. 아직 시장이 많이 불안한데 언제쯤 구매하면 좋을까요.,안녕하세요. 유창효 공인중개사입니다.생애첫주택으로써 공공대출을 통해 구매하는 경우 실거주 의무가 있기때문에 투자목적이 아닌 실거주 목적으로써 구매를 고민하시는 듯 보입니다. 실거주를 할 경우 장기거주를 통한 주거안정효과와 사용수익에 따른 이점이 있기에 단순히 주태가격 변화에 민감하게 대응하실 필요는 없습니다. 중요한건 자금운영계획이 확실한지를 우선적으로 확인하신뒤에 진행하시는게 유리합니다.
161,팁,"안녕하세요부동산 가경에는 입지, 역세권, 학군 등 여러가지 요소로 가격이 천차만별인데요,문득 궁금한데 부동산 하락할때는 어떤 요소가 가장 큰 영향을 미치는 것일까요?","안녕하세요. 유창효 공인중개사입니다.부동산도 시장경제이기 때문에 수요와 공급에 의해 가격이 결정됩니다, 부동산 특성상 공급에는 제한이 있으므로 수요중심으로 보시면 되는데, 전체적인 부동산시장은 금리나 정책등에 의해 수요변동이 생기고 지역에 따라서는 학군이 변경되거나, 주변지역의 혐오시설등이 입지가 예상되는 경우 하락될 가능성이 높습니다."
162,팁,이제 집을 사야하는 나이가 됐습니다. 가장 걱정인건 제가 뼈빠지게 모아둔 돈을 집을 구하려고 부동산 끼고 중매를 했음에도 사기를 당하여 돈을 날릴까봐 걱정입니다. 부동산을 끼더라도 제가 보상받을 수 있는 방법이있을까요?,안녕하세요. 유현심 공인중개사입니다.부동산과 같이 매물을 보고 계약을 하게 된다면 믿고 하셔야 합니다잔금일치르고 등기넘어올때까지 계약서대로 이행잘할수 있도록 서로가 신경써가면서 합니다부동산도 보험들고 하기때문에 정말 하자없이 하기 위해 권리분석 열심히 할겁니다믿고 계약 잘하시기 바랍니다
163,팁,부동산을 보면 매매와 임대가있잖아요 매매는 무엇이고 임대는 무엇이고 특징은 무엇이 있을까요? 그리고 이 둘의 차이점은 무엇이 있나요??,"안녕하세요. 유창효 공인중개사입니다.기본적으로 매매는 부동산 처분행위로싸 쉽게 소유권을 타인에게 넘기는 계약을 말합니다, 임대는 부동산의 사용,수익에 대한 권리를 계약을 통해 일정기간 타인에게 넘기는 것을 말합니다,가장 큰 차이는 매매는 소유권에 대한 권리를 넘기는 것이고 임대는 소유권은 유지한채 사용수익권을 넘기는 것이라 보시면 됩니다."
164,팁,안녕하세요부동산 양도세에 대해 문의 드리려 합니다.해당 주택은 21년 11월에 소유하게 된 주택입니다담보 대출금은 1.2억 전세는 1.6 억을 줬습니다.1.7억 정도에 매도시 양도세는 얼마나 나올까요?1.6억에 매도하면 양도세는 안나오나요?,"안녕하세요. 광교세무법인 삼성지점 이용연 세무사입니다.개인이 주택을 취득하여 보유하다가 양도하는 경우 1세대 1주택 비과세요건 충족 여부에 따라 양도소득세 과세 여부가 달라집니다.1) 1세대 1주택 비과세요건을 충족후 양도하는 경우 : 우리나라의 현행 소득세법상 1세대 1주택 비과세요건(2년 이상 보유 + 2017.08.03. 이후 조정대상지역 내 주택 취득시 2년 이상 거주)을 충족한 경우 양도가액 12억원까지의 양도차익에 대하여 양도소득세가 비과세됩니다.2) 1세대 1주택 비과세요건을 충족하지 못한 경우 : 양도가액에서 취득가액, 취득세, 법무대행비, 국민주택채권 매입(할인후부담)액, 대법원 수입증지, 대한민국 인지세, 취득 및 양도시 중개수수료, 양도소득세 신고대행수수료 등과 양도소득기본공제를 차감한 과세표준에 양도소득세율(6~45%), 1년이상 2년 미만 보유시 60%의 세율을 곱하여 양도소득세를 산출하게 됩니다.따라서 양도소득세 부담예상세액 등에 대한 세무자문은 서류 징구하여 세무사 님 등에게 의뢰하는 게 도움이 됩니다.답변이 도움이 된 경우 ""좋아요 + 추천"" 눌러주시면 감사하겠습니다."
165,팁,요즈음은 플랫폼으로 모든 것을 거래하는 시대 인데 부동산을 온라인으로 사고 파는 사이트나 플랫폼은 개발이 어려울까요? 특히 주택을 거래하는 사이트 가능할 듯한데 법률상 어려울까요?,"안녕하세요. 양정섭 공인중개사입니다.부동산 직거래 플랫폼을 만들 수 있습니다. 매매든 임대든 안전하게 거래 가능하게 해야되고 매수인(임차인)이 사기를 당하지 않게 안전한 매물이라는 것을 인증케 해야됩니다. 부동산거래가 적은 돈이 오고가는 것이 아니기 때문에 매수인(임차인)이 신뢰할 수 있도록 해야합니다.매수인, 매도인 간 안전한 직거래의 취지는 좋지만 먼저 플랫폼 운영(운영진, 시스템유지관리비용 등)을 위해 수익창출이 가능해야할 것이고 수익창출 방법도 찾아야 합니다.예를 들어 다른 플랫폼의 경우 직거래도 가능하고 공인중개사를 참여시켜 공인중개사에게 일정비용을 결제(적은 돈 아님)하게 하여 광고하거나 매물을 찾을 수 있도록 합니다."
166,팁,요즘들어 전세사기가 뉴스에 많이나오던데요.사기를 안당하기 위해서는 어떤 안전장치를 하는게 사기에방을 막을수 있을까요??,"안녕하세요. 유창효 공인중개사입니다.전세계약전 해당 매물의 매매시세를 최대한 정확하게 확인하는게 필요하며 이를 통해 전세가율이 70%가 넘는 경우 계약을 피하는게 좋습니다. 만약 이러한 부분이 어렵다면 기본적으로 시세가 정확한 아파트등에 계약을 진행하는게 좋습니다.계약시에는 선순위 임차권여부를 확인하고 부동산을 통해 계약을 진행하는게 안전하며, 잔금이후에는 전세보증보험 가입과 전입신고, 확정일자를 꼭 부여받도록 하여야 합니다."
167,팁,요즘들어 부동산에 부쩍 관심이 늘었는데요막상 공부해보자니 어디부터 건드려야 되는지 막연해서 공부방법을 문의드립니다. 재건축 등등 관심이 많습니다,안녕하세요. 대박 공인중개사입니다.기본적인것은 인강이나 인터넷등에서 조금 보시고서점에 가서 관심있는 기본적인 서적이 많이 있습니다.기본부터 천천히 공부하시고 특히 정부 부동산 정책등이관심을 가지시면 좋습니다
168,팁,제가 집을 처음으로 하나 사 보려고 하는데요 그런데 거래하는 과정을 잘 모르겠는데 은행에 대출을 먼저 알아본 다음에 집을 선택해야 하는 건가요? 너무 헷갈려요,"안녕하세요. 유창효 공인중개사입니다.우선 본인이 대출가능여부는 계약전에 은행을 통해 확인해 보신 뒤에 실제 매매계약을 체결하게 됩니다. 그리고 해당 매매계약서를 첨부해 은행에 대출을 신청하게 되고, 승인시 매매잔금일에 대출은 실행되게 됩니다."
169,팁,부동산 공시지가는 누가 어떻게 정하는건가요??그리고 얼마마다 공시지가가 업데이트가 되나요??예민한 부분이라 엄청 신중할꺼같은데..궁금합니다!,"안녕하세요. 자성세무회계 김성은 세무사입니다.공시가경은 정부(국토교통부)에서 매년 공시합니다.토지의 개별공시지가는 매년 5월 31일까지 공시하며, 개별주택공시가격과 공동주택공시가격은 매년 4월 31일까지 공시합니다.제 답변이 도움이 되셨으면 좋겠습니다.감사합니다."
170,팁,몇년째 경기가 침제로 경제뿐만 아니라 부동산 경기도 너무않좋은데 몇년전 처음으로 집을 사서 마냥즐거웠는데 집을살때 대출로 많은 이자를 부담하고있는데 집값은 계속떨어져 괜히 집을산거같아  후회가 드네요언제쯤 부동산경기가 좋아져서 정상으로 돌아올까요,"안녕하세요. 유창효 공인중개사입니다.언제 부동산 시장이 회복될지를 정확히 말씀드리기는 어렵습니다. 다만, 현 보유주택에서 실거주를 하고 계시다면 우선적으로 사용,수익을 하고 있기 때문에 그 자체로 주거안정으로써 역할을 하고 있고, 장기간 안정적 거주가 가능하기에 당장의 가격하락등을 너무 신경쓰지 않는게 좋을듯 보입니다.  우선 대출 금리의 경우 현재 상황에서 추가적인 인상이 있더라도 급격한 인상은 없을 것으로 보이기에 장기적으로 다시 내려갈것으로 보이고 이에 따라 주택가격도 다시 회복이 가능할수 있으니 시간을 가지고 기다려보시는게 좋을듯 보입니다."
171,팁,요즘 뉴스를 보면 부동산 PF대출의 연체율이 상승하여 문제가 심각하다고 합니다. 여기서 말하는 부동산PF  대출은 무엇을 말하나요?,안녕하세요. 따뜻한겨울입니다.부동산 PF대출이란 돈을 빌려줄 때 자금조달의 기초를 프로젝트를 추진하려는 사업주의 신용이나 물적담보에 두지 않고 프로젝트 자체의 경제성에 두는 금융기법입니다. 요즘 미디어에서 자주 나오는 경제용어입니다.
172,팁,부동산 매매계약시 중개비용 부가세는구매자가부담하는건가요?또한 현금영수증시에는 중개비용이 더올라간다는데 원래그런가요?,안녕하세요. 이강애 공인중개사입니다.부동산 매매계약시 중개수수료 외에  부가가치세는 별도로 지불해야 합니다.매도자 매수자 모두 부가가치세액 지불해야 하고요.  부동산 매도시  양도소득세 필요경비로 공제가 가능합니다.  현금영수증도 양도소득세 필요경비자료로 가능합니다. 현금영수증시에 중개비용이 더 발생한다는게 어떤 내용인지 이해가 되지 않네요. 현금영수증도  부가세 10% 지불하는 것이고요.
173,팁,"안녕하세요?부동산 계약할 때 궁금증이 있어요.은행에서 전월세 대출을 받는다면, 계약서 작성과 은행방문 등 순서를 어떻게 해야하나요?",안녕하세요. 이강애 공인중개사입니다.전월세대출을 받고자 한다면  계약전에  은행에서 상담받아 보세요.  대출신청자격이 있는지가심사를 받으면 대략적인  대출금액을 알 수 있습니다.   가심사금액과 실제 대출승인금액중  실제대출금액이 줄어들 수 있으니 참고하세요. 가심사 계약서 작성 은행대출신청 이렇게 진행해 보세요.
174,팁,"ㅇㅇ부동산관련뉴스에 많이 나왔던같은데 대출규제관련내용같기도 한데요 DSR,DTI,LTV 이3가지가 무슨 내용이며 어떤말의 줄인말인가요?","안녕하세요. 유창효 공인중개사입니다.LTV(주택담보인정비율) : 쉽게 시세대비 몇 프로까지 주택담보대출을 받을수 있는지를 나타납니다. 주택가격이 5억 LTV가 60%라면 최대 3억까지 대출이 가능합니다.DTI(총부채상환비율) : 연소득 대비 대출상환액으로 연간소득을 연간대출상환액으로 나눈 금액으로 쉽게 소득대비 대출상환능력을 나타냅니다, 이따 대출상환액에는 주택관련대출만을 포함합니다.DSR(총체적 상환능력비율) : DTI와 동일하지만, 연간대출상환액에 주택관련 대출외 모든 대출을 포함한 것으로 위3개중 가장 강한 규제로 보시면 됩니다."
